Species,Source,Drydown days,week,Predawn LWP (MPa),A (umol m-2 s-1),gC (mol m-2 s-1),vcmax_obs,jmax_obs,ca (ppm),D (unitless - Pa / Pa(atm)),T (deg C),C3 / C4,Ht of seedlings,Iabs in measurement chamber (liCor) (umol m-2 s-1),Iabs growth in growth chamber (umol m-2 s-1),Iabs_measurement Comments,Iabs_growth Comment
Helianthus annuus,Tezara et al. (2008),12,,-0.150537634,27.66074172,1.091588785,,,360,0.00815,20,3,,1100,700,,
Phlomis italica,Galmes et al. (2007),17,,-0.325,16.9375,0.223125,249.240924092409,,400,0.012,26,3,,1500,600,,
Phlomis italica,Galmes et al. (2007),17,,-0.42,11.6725,0.17578125,243.960396039604,,400,0.012,26,3,,1500,600,,
Phlomis italica,Galmes et al. (2007),17,,-1.975,5.325,0.04059375,109.83498349835,,400,0.012,26,3,,1500,600,,
Phlomis italica,Galmes et al. (2007),17,,-5,0.817,0.0100625,14.7854785478546,,400,0.012,26,3,,1500,600,,
Cistus albidus,Galmes et al. (2007),17,,-0.5125,15.2625,0.19890625,175.313531353135,,400,0.012,26,3,,1500,600,,
Cistus albidus,Galmes et al. (2007),17,,-0.6825,12.9,0.1284375,168.976897689769,,400,0.012,26,3,,1500,600,,
Cistus albidus,Galmes et al. (2007),17,,-1.14,7.63,0.06471875,73.9273927392737,,400,0.012,26,3,,1500,600,,
Cistus albidus,Galmes et al. (2007),17,,-4.11666666666667,0.688,0.01371875,14.7854785478546,,400,0.012,26,3,,1500,600,,
Malva subovata,Galmes et al. (2007),17,,-0.4125,31.6428571428571,0.638958333333333,237.421036640408,,400,0.012,26,3,,1500,600,,
Malva subovata,Galmes et al. (2007),17,,-0.8875,31.7666666666667,0.471666666666667,314.311555753218,,400,0.012,26,3,,1500,600,,
Malva subovata,Galmes et al. (2007),17,,-1.525,16,0.134553571428571,223.733261705248,,400,0.012,26,3,,1500,600,,
Malva subovata,Galmes et al. (2007),17,,-3.5375,5.71166666666667,0.0324166666666667,58.4851540517572,,400,0.012,26,3,,1500,600,,
Hypericum balearicum,Galmes et al. (2007),17,,-0.38,12.5783333333333,0.206145833333333,258.660010578634,,400,0.012,26,3,,1500,600,,
Hypericum balearicum,Galmes et al. (2007),17,,-0.425,9.50375,0.186796875,244.842391470648,,400,0.012,26,3,,1500,600,,
Hypericum balearicum,Galmes et al. (2007),17,,-0.6575,7.05375,0.0939453125,88.4506672844818,,400,0.012,26,3,,1500,600,,
Hypericum balearicum,Galmes et al. (2007),17,,-2.9625,1.44525,0.014546875,27.1078802079007,,400,0.012,26,3,,1500,600,,
Pistacia lentiscus,Galmes et al. (2007),17,,-0.3,7.70833333333333,0.07646875,118.7226955408,,400,0.012,26,3,,1500,600,,
Pistacia lentiscus,Galmes et al. (2007),17,,-0.4525,6.44125,0.068921875,121.805711587975,,400,0.012,26,3,,1500,600,,
Pistacia lentiscus,Galmes et al. (2007),17,,-1.4875,4.575,0.0468984375,53.0687217775603,,400,0.012,26,3,,1500,600,,
Pistacia lentiscus,Galmes et al. (2007),17,,-4.55,0.4280125,0.00857421875,5.45542766968447,,400,0.012,26,3,,1500,600,,
Limonium magallufianum,Galmes et al. (2007),17,,-0.5325,15.425,0.15375,307.326732673267,,400,0.012,26,3,,1500,600,,
Limonium magallufianum,Galmes et al. (2007),17,,-0.5525,10.6275,0.07153125,293.597359735973,,400,0.012,26,3,,1500,600,,
Limonium magallufianum,Galmes et al. (2007),17,,-0.645,6.228,0.0338375,298.877887788779,,400,0.012,26,3,,1500,600,,
Limonium magallufianum,Galmes et al. (2007),17,,-1.375,1.64406,0.01063625,19.0099009900991,,400,0.012,26,3,,1500,600,,
Limonium gibertii,Galmes et al. (2007),17,,-0.55,13.96,0.11675,324.224422442244,,400,0.012,26,3,,1500,600,,
Limonium gibertii,Galmes et al. (2007),17,,-0.4875,12.248,0.0955875,287.260726072607,,400,0.012,26,3,,1500,600,,
Limonium gibertii,Galmes et al. (2007),17,,-0.6125,7.31,0.0419,297.821782178218,,400,0.012,26,3,,1500,600,,
Limonium gibertii,Galmes et al. (2007),17,,-1.05,2.70583333333333,0.0180625,26.4026402640263,,400,0.012,26,3,,1500,600,,
Diplotaxis ibicensis,Galmes et al. (2007),17,,-0.4325,26.5428571428571,0.31875,,,400,0.012,26,3,,1500,600,,
Diplotaxis ibicensis,Galmes et al. (2007),17,,-0.69,21.975,0.23546875,,,400,0.012,26,3,,1500,600,,
Diplotaxis ibicensis,Galmes et al. (2007),17,,-0.9375,12.0328571428571,0.0997232142857143,,,400,0.012,26,3,,1500,600,,
Diplotaxis ibicensis,Galmes et al. (2007),17,,-1,6.39125,0.036765625,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. marcosii,Galmes et al. (2007),17,,-0.33,19.775,0.28140625,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. marcosii,Galmes et al. (2007),17,,-0.445,21.3166666666667,0.318958333333333,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. marcosii,Galmes et al. (2007),17,,-0.8875,11.9416666666667,0.101583333333333,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. marcosii,Galmes et al. (2007),17,,-3.3375,0.402,0.00536354166666667,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. maritima,Galmes et al. (2007),17,,-0.3325,22.42,0.439875,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. maritima,Galmes et al. (2007),17,,-0.4375,22.6833333333333,0.369166666666667,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. maritima,Galmes et al. (2007),17,,-0.795,15.2733333333333,0.184270833333333,,,400,0.012,26,3,,1500,600,,
Beta maritima subsp. maritima,Galmes et al. (2007),17,,-3.7375,0.277254333333333,0.00491979166666667,,,400,0.012,26,3,,1500,600,,
Lysimachia minoricensis,Galmes et al. (2007),17,,-0.57,10.635,0.176328125,,,400,0.012,26,3,,1500,600,,
Lysimachia minoricensis,Galmes et al. (2007),17,,-1.1875,6.255,0.05965625,,,400,0.012,26,3,,1500,600,,
Lysimachia minoricensis,Galmes et al. (2007),17,,-1.305,6.435,0.041328125,,,400,0.012,26,3,,1500,600,,
Lysimachia minoricensis,Galmes et al. (2007),17,,-2.7875,4.05,0.035109375,,,400,0.012,26,3,,1500,600,,
